year,country,team_size_all,team_size_male,team_size_female,p1,p2,p3,p4,p5,p6,p7,awards_gold,awards_silver,awards_bronze,awards_honorable_mentions,leader,deputy_leader,longitude,latitude
1993,Latvia,6,6.0,,14.0,9.0,4.0,6.0,22.0,18.0,,0.0,2.0,1.0,1.0,,,25.333678019000104,
1993,Denmark,6,4.0,2.0,14.0,3.0,17.0,5.0,22.0,11.0,,0.0,1.0,3.0,0.0,Erling Fredvig,Peter Trosborg,11.25603274800011,10.364268425000091
1993,Hong Kong,6,6.0,,4.0,23.0,0.0,14.0,20.0,9.0,,0.0,0.0,4.0,1.0,Kam Moon Liu,Mee Lin Luk,,
1993,Brazil,6,6.0,,4.0,9.0,7.0,11.0,24.0,5.0,,0.0,0.0,1.0,2.0,,,-48.54259192599997,-48.58324133999986
1993,Netherlands,6,6.0,,7.0,1.0,8.0,8.0,26.0,8.0,,0.0,0.0,1.0,1.0,Thijs Notenboom,Jan Donkers,-68.23729407499985,-62.958723137999925
1993,Cuba,6,6.0,,7.0,22.0,0.0,14.0,9.0,4.0,,0.0,1.0,1.0,1.0,,,-78.38418535099993,-78.5782771479999
1993,Belgium,6,,1.0,4.0,7.0,0.0,11.0,26.0,7.0,,0.0,0.0,1.0,1.0,,,4.815447224000138,
1993,Belarus,4,,1.0,10.0,7.0,8.0,10.0,9.0,10.0,,0.0,1.0,1.0,0.0,,,28.148906697000115,
1993,Sweden,6,6.0,,2.0,12.0,4.0,6.0,22.0,5.0,,0.0,1.0,1.0,0.0,Per-Anders Ivert,Andreas Strömbergsson,15.675303582000083,17.081879102000073
1993,Morocco,6,,,15.0,4.0,0.0,19.0,11.0,0.0,,0.0,0.0,1.0,2.0,,,-5.405490480999902,
1993,Thailand,6,,,1.0,12.0,4.0,16.0,10.0,4.0,,0.0,0.0,2.0,0.0,Vichian Laohakosol,Patanee Udomkavanich,99.247813347,99.65870201900012
1993,Argentina,6,5.0,1.0,9.0,8.0,0.0,11.0,14.0,4.0,,0.0,1.0,1.0,0.0,,,-68.65412350199998,-64.32371985599994
1993,Switzerland,4,4.0,,11.0,2.0,4.0,10.0,11.0,8.0,,0.0,1.0,1.0,0.0,,,8.61743737800009,
1993,Norway,5,4.0,1.0,2.0,4.0,12.0,5.0,15.0,6.0,,0.0,0.0,2.0,0.0,,,3.38257897200009,11.047618035000141
1993,New Zealand,6,5.0,1.0,1.0,10.0,1.0,7.0,16.0,8.0,,0.0,0.0,2.0,0.0,,,169.21275979100002,166.20525149800008
1993,Slovenia,5,4.0,1.0,2.0,1.0,0.0,10.0,19.0,11.0,,0.0,0.0,2.0,1.0,Darjo Felda,Matjaž Željko,16.34342574100009,
1993,Spain,6,6.0,,9.0,4.0,0.0,10.0,16.0,4.0,,0.0,1.0,1.0,0.0,Francisco Bellot Rosado,Juan Manuel Conde Calero,-17.885121222999942,-15.414947068999908
1993,North Macedonia,4,4.0,,1.0,11.0,2.0,9.0,8.0,11.0,,0.0,0.0,3.0,0.0,,,,
1993,Lithuania,6,4.0,2.0,3.0,6.0,5.0,8.0,13.0,6.0,,0.0,0.0,0.0,0.0,,,20.988942905000073,24.936286255000113
1993,Ireland,6,6.0,,2.0,1.0,2.0,3.0,16.0,15.0,,0.0,0.0,1.0,0.0,Thomas Laffey,Finbarr Holland,-9.82408606699994,-10.318267381999902
1993,Portugal,6,6.0,,8.0,2.0,4.0,4.0,11.0,6.0,,0.0,0.0,1.0,0.0,Paulo Eduardo Oliveira,António Caetano,-16.023101365999963,-15.859771287999962
1993,Azerbaijan,5,5.0,,7.0,4.0,2.0,13.0,5.0,2.0,,0.0,0.0,1.0,0.0,,,45.07499903900006,50.621267123000024
1993,Finland,6,5.0,1.0,2.0,7.0,1.0,4.0,14.0,5.0,,0.0,0.0,0.0,0.0,Matti Lehtinen,Kerkko Luosto,22.443695509000094,23.90870201900006
1993,Philippines,6,6.0,,0.0,10.0,1.0,9.0,9.0,4.0,,0.0,0.0,1.0,0.0,,,119.84978274800014,119.45655358200023
1993,Croatia,6,5.0,1.0,1.0,8.0,1.0,14.0,8.0,0.0,,0.0,0.0,1.0,0.0,Željko Hanjš,Ilko Brnetić,16.933929884000094,17.371592644000117
1993,Estonia,6,4.0,2.0,0.0,4.0,3.0,7.0,13.0,4.0,,0.0,0.0,1.0,0.0,,,23.270192905000044,23.970713738000114
1993,South Africa,6,6.0,,2.0,3.0,1.0,9.0,8.0,7.0,,0.0,0.0,0.0,0.0,John Webb,Graeme West,37.86378014400023,37.93864993600019
1993,Trinidad and Tobago,6,,,8.0,4.0,0.0,2.0,14.0,2.0,,0.0,0.0,0.0,0.0,,,-60.90729732999998,-60.52208411399994
1993,Republic of Moldova,6,4.0,2.0,0.0,9.0,1.0,5.0,10.0,4.0,,0.0,0.0,0.0,0.0,Mihai Izman,Valeriu Baltag,,
1993,Kyrgyzstan,5,4.0,1.0,4.0,4.0,0.0,7.0,8.0,5.0,,0.0,0.0,0.0,0.0,,,75.20463911900009,
1993,Macau,6,,,3.0,2.0,0.0,13.0,1.0,5.0,,0.0,0.0,0.0,0.0,,,,
1993,Mexico,6,5.0,1.0,2.0,2.0,4.0,8.0,8.0,0.0,,0.0,0.0,1.0,0.0,,,-114.73403886599989,-87.37942460799991
1993,Mongolia,6,,,5.0,7.0,1.0,4.0,7.0,0.0,,0.0,0.0,1.0,0.0,,,100.0059676520001,
1993,Iceland,4,4.0,,2.0,1.0,0.0,0.0,14.0,6.0,,0.0,0.0,0.0,0.0,,,-20.269642706999917,-17.749256964999887
1993,Luxembourg,1,1.0,,7.0,3.0,0.0,7.0,3.0,0.0,,0.0,1.0,0.0,0.0,Charles Leytem,,6.038628377000094,
1993,Albania,6,4.0,2.0,0.0,1.0,0.0,8.0,6.0,3.0,,0.0,0.0,0.0,0.0,,,19.747765747000074,
1993,Turkish Republic of Northern Cyprus,6,3.0,3.0,0.0,1.0,4.0,1.0,10.0,1.0,,0.0,0.0,0.0,0.0,,,,
1993,Bahrain,6,,,0.0,3.0,0.0,0.0,10.0,3.0,,0.0,0.0,0.0,0.0,,,50.55160566500007,
1993,Kuwait,6,,,1.0,2.0,0.0,8.0,5.0,0.0,,0.0,0.0,0.0,0.0,,,48.38111412900017,48.34449303500011
1993,Indonesia,6,,,1.0,4.0,0.0,2.0,6.0,2.0,,0.0,0.0,0.0,0.0,,,121.59742272200018,123.36133873800017
1993,Bosnia and Herzegovina,2,1.0,1.0,1.0,7.0,0.0,1.0,5.0,0.0,,0.0,0.0,1.0,0.0,,,16.941528768000097,
1993,Algeria,5,,,1.0,1.0,0.0,3.0,4.0,0.0,,0.0,0.0,0.0,0.0,,,8.602510428642177,
1993,Turkmenistan,3,,,1.0,0.0,0.0,5.0,3.0,0.0,,0.0,0.0,0.0,0.0,,,53.10206139400006,53.50863691500015
1992,People's Republic of China,6,6.0,,41.0,42.0,42.0,38.0,35.0,42.0,,6.0,0.0,0.0,0.0,,,,
1992,United States of America,6,6.0,,37.0,32.0,32.0,36.0,11.0,33.0,,3.0,3.0,0.0,0.0,,,-155.6065189699999,-156.5445550619999
1992,Romania,6,6.0,,38.0,42.0,29.0,38.0,9.0,21.0,,2.0,2.0,2.0,0.0,Ioan Tomescu,Mircea Becheanu,26.722378784000114,
1992,Commonwealth of Independent States,6,6.0,,41.0,30.0,35.0,26.0,15.0,29.0,,2.0,3.0,0.0,1.0,,,,
1992,United Kingdom,6,4.0,2.0,42.0,24.0,23.0,26.0,21.0,32.0,,2.0,2.0,2.0,0.0,Tony Gardiner,Christopher John Bradley,-6.287505662999905,-6.332508917999888
1992,Russian Federation,6,5.0,1.0,35.0,34.0,35.0,22.0,8.0,24.0,,2.0,2.0,2.0,0.0,,,,
1992,Germany,6,6.0,,38.0,27.0,32.0,18.0,10.0,24.0,,0.0,4.0,2.0,0.0,,,6.742198113000114,6.873789910000141
1992,Hungary,6,6.0,,33.0,29.0,29.0,28.0,3.0,20.0,,1.0,3.0,1.0,0.0,József Pelikán,István Reiman,20.981488891000083,
1992,Japan,6,6.0,,27.0,28.0,24.0,33.0,4.0,26.0,,1.0,3.0,1.0,1.0,,,141.46794681100008,153.97828209700018
1992,France,6,6.0,,33.0,27.0,16.0,37.0,8.0,18.0,,1.0,3.0,1.0,0.0,,,55.5013126960001,45.27572675900015
1992,Vietnam,6,,1.0,38.0,34.0,6.0,35.0,9.0,17.0,,1.0,2.0,3.0,0.0,,,106.66871178500006,106.22339928500017
1992,Yugoslavia,6,6.0,,42.0,20.0,27.0,33.0,2.0,12.0,,0.0,2.0,4.0,0.0,,,,
1992,Czechoslovakia,6,6.0,,36.0,19.0,17.0,17.0,14.0,31.0,,0.0,2.0,3.0,0.0,Leo Boček,Jozef Moravčík,,
1992,Islamic Republic of Iran,6,6.0,,30.0,29.0,18.0,41.0,2.0,13.0,,0.0,3.0,2.0,1.0,Asadollah Razavi,Omid Ali Shahni Karamzadeh,,
1992,Bulgaria,6,6.0,,35.0,14.0,14.0,35.0,9.0,20.0,,1.0,1.0,3.0,0.0,,,22.919561808000054,
1992,Democratic People's Republic of Korea,6,,,34.0,27.0,15.0,32.0,0.0,18.0,,0.0,3.0,2.0,0.0,,,,
1992,Taiwan,6,,,31.0,16.0,6.0,37.0,7.0,27.0,,0.0,3.0,2.0,0.0,,,121.58765709700006,121.49610436300011
1992,Ukraine,6,6.0,,27.0,14.0,19.0,22.0,7.0,4.0,,0.0,1.0,5.0,0.0,,,29.807465040000153,32.783213738000114
1992,Republic of Korea,6,5.0,1.0,38.0,22.0,11.0,37.0,8.0,6.0,,1.0,0.0,4.0,0.0,,,,
1992,Australia,6,6.0,,26.0,32.0,12.0,23.0,8.0,17.0,,1.0,1.0,2.0,1.0,David Paget,John Graham,158.86573326900012,147.36548912900005
1992,Israel,6,6.0,,20.0,26.0,17.0,18.0,7.0,20.0,,0.0,2.0,2.0,1.0,,,35.80363326000017,
1992,India,6,6.0,,26.0,22.0,6.0,31.0,0.0,22.0,,0.0,1.0,4.0,1.0,,,93.85531660200016,93.628184441
1992,Canada,6,6.0,,27.0,21.0,10.0,28.0,3.0,16.0,,1.0,0.0,3.0,1.0,Georg Gunther,Ravi Vakil,-65.61058508999994,-59.85837099799994
1992,Belgium,6,,,26.0,25.0,4.0,30.0,3.0,12.0,,0.0,1.0,2.0,1.0,,,4.815447224000138,
1992,Poland,6,6.0,,28.0,26.0,9.0,11.0,2.0,14.0,,0.0,1.0,3.0,1.0,Marcin E. Kuczma,Andrzej Mąkowski,19.00212649800008,
1992,Sweden,6,6.0,,15.0,12.0,12.0,28.0,7.0,16.0,,0.0,2.0,0.0,0.0,Åke Samuelsson,Gunnar Fogelberg,15.675303582000083,17.081879102000073
1992,Hong Kong,6,6.0,,20.0,17.0,4.0,37.0,3.0,8.0,,0.0,1.0,2.0,2.0,Chung Chun Yang,Chun May Hung,,
1992,Singapore,6,6.0,,14.0,27.0,8.0,27.0,1.0,12.0,,0.0,1.0,3.0,0.0,Tiong Seng Tay,Bee Huay Ng,103.96078535200013,
1992,Italy,6,6.0,,11.0,25.0,16.0,13.0,2.0,16.0,,0.0,0.0,3.0,1.0,,,12.621267123000052,12.856944207000112
1992,Kazakhstan,6,6.0,,22.0,7.0,0.0,17.0,6.0,28.0,,0.0,0.0,4.0,1.0,,,50.6595158210001,50.0428166020001
1992,Norway,6,5.0,1.0,26.0,9.0,5.0,22.0,2.0,13.0,,0.0,1.0,2.0,1.0,,,3.38257897200009,11.047618035000141
1992,Netherlands,6,6.0,,14.0,15.0,15.0,9.0,0.0,18.0,,0.0,1.0,0.0,2.0,Thijs Notenboom,Jan Donkers,-68.23729407499985,-62.958723137999925
1992,Austria,6,5.0,1.0,7.0,12.0,18.0,18.0,4.0,11.0,,0.0,0.0,3.0,0.0,,,15.161792440000113,
1992,Argentina,6,6.0,,17.0,18.0,4.0,22.0,4.0,2.0,,0.0,1.0,1.0,1.0,,,-68.65412350199998,-64.32371985599994
1992,Tunisia,4,,,14.0,13.0,7.0,17.0,1.0,12.0,,1.0,0.0,1.0,0.0,,,10.929942254000082,11.0557084000001
1992,Türkiye,6,6.0,,21.0,9.0,8.0,17.0,2.0,6.0,,0.0,0.0,2.0,0.0,Semih Koray,Fikri Gökdal,,
1992,Colombia,6,6.0,,13.0,11.0,8.0,17.0,1.0,5.0,,0.0,0.0,1.0,0.0,,,-78.2048906179999,-77.83991451699987
1992,Armenia,4,,,27.0,2.0,0.0,17.0,1.0,6.0,,0.0,0.0,2.0,1.0,,,45.54717289200002,45.039400268000094
1992,Mongolia,6,,,21.0,12.0,1.0,15.0,1.0,1.0,,0.0,0.0,0.0,2.0,,,100.0059676520001,
1992,Spain,6,5.0,1.0,20.0,11.0,1.0,13.0,1.0,4.0,,0.0,0.0,1.0,1.0,Francisco Bellot Rosado,Juan Manuel Conde Calero,-17.885121222999942,-15.414947068999908
1992,Thailand,6,6.0,,10.0,9.0,8.0,10.0,7.0,6.0,,0.0,1.0,0.0,0.0,Vichian Laohakosol,Patanee Udomkavanich,99.247813347,99.65870201900012
1992,Brazil,6,2.0,1.0,8.0,18.0,5.0,12.0,4.0,1.0,,0.0,0.0,1.0,1.0,,,-48.54259192599997,-48.58324133999986
1992,Morocco,6,,,24.0,11.0,0.0,5.0,1.0,4.0,,0.0,0.0,0.0,2.0,,,-5.405490480999902,
1992,Denmark,5,4.0,1.0,11.0,6.0,10.0,8.0,1.0,6.0,,0.0,0.0,0.0,0.0,Sven Toft Jensen,Erling Fredvig,11.25603274800011,10.364268425000091
1992,Ireland,6,6.0,,18.0,9.0,2.0,5.0,0.0,8.0,,0.0,0.0,0.0,1.0,Fergus Gaines,Kevin Hutchinson,-9.82408606699994,-10.318267381999902
1992,New Zealand,6,5.0,1.0,6.0,7.0,8.0,8.0,3.0,9.0,,0.0,0.0,1.0,0.0,,,169.21275979100002,166.20525149800008
1992,Philippines,4,4.0,,14.0,7.0,2.0,12.0,0.0,5.0,,0.0,0.0,1.0,1.0,,,119.84978274800014,119.45655358200023
1992,Belarus,3,,,12.0,10.0,3.0,4.0,0.0,8.0,,0.0,0.0,2.0,0.0,,,28.148906697000115,
1992,Greece,6,5.0,1.0,3.0,8.0,2.0,20.0,0.0,4.0,,0.0,0.0,0.0,2.0,Theodoros Bolis,Dimitrios Kontogiannis,24.135264519000145,27.007090691000116
1992,Latvia,2,2.0,,7.0,10.0,3.0,4.0,0.0,12.0,,0.0,1.0,0.0,0.0,,,25.333678019000104,
1992,Macau,6,,,5.0,8.0,4.0,15.0,1.0,2.0,,0.0,0.0,0.0,0.0,,,,
1992,Portugal,6,6.0,,10.0,5.0,2.0,10.0,1.0,7.0,,0.0,0.0,1.0,0.0,Paulo Eduardo Oliveira,Carlos Fonseca,-16.023101365999963,-15.859771287999962
1992,Cyprus,6,6.0,,4.0,9.0,0.0,12.0,1.0,8.0,,0.0,0.0,1.0,0.0,,,33.773989705000105,33.742792014000116
1992,Finland,6,5.0,1.0,11.0,11.0,0.0,7.0,0.0,4.0,,0.0,0.0,0.0,0.0,Matti Lehtinen,Eero Saksman,22.443695509000094,23.90870201900006
1992,Mexico,6,6.0,,3.0,8.0,4.0,10.0,0.0,7.0,,0.0,0.0,0.0,2.0,,,-114.73403886599989,-87.37942460799991
1992,Switzerland,3,3.0,,0.0,11.0,2.0,17.0,0.0,0.0,,0.0,0.0,0.0,1.0,,,8.61743737800009,
1992,Lithuania,3,3.0,,8.0,3.0,4.0,5.0,1.0,5.0,,0.0,0.0,0.0,0.0,,,20.988942905000073,24.936286255000113
1992,Trinidad and Tobago,6,1.0,,5.0,8.0,2.0,5.0,2.0,4.0,,0.0,0.0,0.0,0.0,,,-60.90729732999998,-60.52208411399994
1992,Indonesia,6,,,3.0,3.0,4.0,11.0,1.0,0.0,,0.0,0.0,0.0,0.0,,,121.59742272200018,123.36133873800017
1992,South Africa,6,6.0,,3.0,7.0,0.0,5.0,1.0,5.0,,0.0,0.0,0.0,0.0,John Webb,Graeme West,37.86378014400023,37.93864993600019
1992,Estonia,4,3.0,1.0,7.0,2.0,3.0,1.0,0.0,5.0,,0.0,0.0,0.0,0.0,,,23.270192905000044,23.970713738000114
1992,Cuba,3,3.0,,0.0,3.0,1.0,13.0,0.0,0.0,,0.0,0.0,0.0,1.0,,,-78.38418535099993,-78.5782771479999
1992,Iceland,3,3.0,,7.0,1.0,2.0,4.0,0.0,2.0,,0.0,0.0,0.0,1.0,,,-20.269642706999917,-17.749256964999887
1992,Azerbaijan,1,1.0,,7.0,1.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,,,45.07499903900006,50.621267123000024
1991,Union of Soviet Socialist Republics,6,5.0,1.0,40.0,42.0,34.0,42.0,41.0,42.0,,4.0,2.0,0.0,0.0,Valeri V. Vavilov,Alexander A. Fomin,,
1991,People's Republic of China,6,6.0,,42.0,42.0,31.0,42.0,42.0,32.0,,4.0,2.0,0.0,0.0,Huang Yumin,Liu Hongkun,,
1991,Romania,6,6.0,,42.0,42.0,27.0,40.0,42.0,32.0,,3.0,2.0,1.0,0.0,Ioan Tomescu,Mircea Becheanu,26.722378784000114,
1991,Germany,6,6.0,,28.0,41.0,33.0,42.0,42.0,36.0,,1.0,5.0,0.0,0.0,Horst Sewerin,Hans-Dietrich Gronau,6.742198113000114,6.873789910000141
1991,United States of America,6,6.0,,42.0,42.0,20.0,38.0,39.0,31.0,,1.0,4.0,1.0,0.0,Cecil Rousseau,Daniel Ullman,-155.6065189699999,-156.5445550619999
1991,Hungary,6,6.0,,42.0,36.0,30.0,35.0,42.0,24.0,,2.0,3.0,1.0,0.0,József Pelikán,István Reiman,20.981488891000083,
1991,Bulgaria,6,6.0,,42.0,42.0,22.0,30.0,41.0,15.0,,0.0,3.0,3.0,0.0,Ljubomir Davidov,Nikolai Raikov,22.919561808000054,
1991,Islamic Republic of Iran,6,6.0,,36.0,39.0,21.0,32.0,39.0,24.0,,2.0,1.0,2.0,0.0,Asadollah Razavi,Omid Ali Shahni Karamzadeh,,
1991,Vietnam,6,6.0,,42.0,42.0,15.0,31.0,42.0,19.0,,0.0,4.0,2.0,0.0,Nguyen Van Mau,Nguyen Viet Hai,106.66871178500006,106.22339928500017
1991,India,6,6.0,,41.0,36.0,22.0,31.0,42.0,15.0,,0.0,3.0,3.0,0.0,Phoolan Prasad,C.R. Parnesachar,93.85531660200016,93.628184441
1991,Czechoslovakia,6,6.0,,28.0,30.0,21.0,35.0,39.0,33.0,,0.0,4.0,1.0,1.0,Leo Boček,Toméš Hecht,,
1991,Japan,6,6.0,,40.0,35.0,28.0,24.0,33.0,20.0,,0.0,3.0,3.0,0.0,Hitoshi Akiyoama,Hiroshi Noguchi,141.46794681100008,153.97828209700018
1991,France,6,6.0,,39.0,42.0,23.0,26.0,32.0,13.0,,1.0,1.0,4.0,0.0,Claude Deschamps,Johan Yebbou,55.5013126960001,45.27572675900015
1991,Canada,6,6.0,,38.0,27.0,23.0,40.0,25.0,11.0,,1.0,2.0,2.0,1.0,Georg Gunther,Ravi Vakil,-65.61058508999994,-59.85837099799994
1991,Poland,6,6.0,,27.0,33.0,18.0,27.0,36.0,20.0,,0.0,2.0,4.0,0.0,Andrzej Mąkowski,Maciej Bryński,19.00212649800008,
1991,Yugoslavia,6,5.0,1.0,28.0,32.0,20.0,25.0,36.0,19.0,,0.0,2.0,3.0,1.0,Govedarica Vidan,Zejnulahi Faruk,,
1991,Republic of Korea,6,6.0,,39.0,34.0,12.0,28.0,24.0,14.0,,0.0,1.0,4.0,1.0,Sung Ki Kim,Seung Je Cho,,
1991,Austria,6,6.0,,29.0,34.0,14.0,26.0,37.0,2.0,,0.0,2.0,3.0,0.0,Thomas Mühlgassner,Gerhard Windischbacher,15.161792440000113,
1991,United Kingdom,6,6.0,,27.0,35.0,26.0,23.0,15.0,16.0,,1.0,0.0,2.0,3.0,Tony Gardiner,Paul Woodruff,-6.287505662999905,-6.332508917999888
1991,Australia,6,5.0,1.0,23.0,30.0,19.0,21.0,24.0,12.0,,0.0,0.0,3.0,2.0,David Paget,John Graham,158.86573326900012,147.36548912900005
1991,Sweden,6,6.0,,18.0,23.0,17.0,25.0,25.0,17.0,,0.0,2.0,1.0,0.0,Per-Anders Ivert,Gunnar Fogelberg,15.675303582000083,17.081879102000073
1991,Belgium,6,,,19.0,31.0,20.0,27.0,14.0,10.0,,0.0,0.0,3.0,3.0,Willy Dewilde,Gérald Troessaert,4.815447224000138,
1991,Israel,6,6.0,,22.0,29.0,21.0,10.0,22.0,11.0,,0.0,1.0,2.0,1.0,Joe Gillis,Shay Gueron,35.80363326000017,
1991,Türkiye,6,6.0,,35.0,31.0,12.0,1.0,30.0,2.0,,0.0,0.0,4.0,1.0,Semih Koray,Cemal Koç,,
1991,Thailand,6,6.0,,29.0,19.0,7.0,5.0,36.0,7.0,,0.0,1.0,1.0,3.0,Yati Krisnangkura,Vichian Laohakosol,99.247813347,99.65870201900012
1991,Colombia,6,6.0,,15.0,22.0,21.0,22.0,11.0,5.0,,0.0,0.0,2.0,2.0,Maria Falk de Losada,David Berenstein,-78.2048906179999,-77.83991451699987
1991,Argentina,6,6.0,,21.0,27.0,6.0,24.0,8.0,8.0,,0.0,0.0,3.0,1.0,Juan A. Tirao,Patricia Fauring,-68.65412350199998,-64.32371985599994
1991,Singapore,6,5.0,1.0,22.0,20.0,18.0,5.0,25.0,4.0,,0.0,1.0,1.0,1.0,Khee Meng Koh,Foo Him Ho,103.96078535200013,
1991,Hong Kong,6,6.0,,5.0,28.0,16.0,19.0,18.0,5.0,,0.0,0.0,2.0,1.0,Tat Wing Leung,Johnny Chi-Keung Lai,,
1991,New Zealand,6,5.0,1.0,14.0,19.0,22.0,20.0,14.0,2.0,,0.0,0.0,2.0,1.0,Ivan Leon Reilly,Gordon Alick Hookings,169.21275979100002,166.20525149800008
1991,Morocco,6,,,26.0,26.0,7.0,7.0,17.0,2.0,,0.0,0.0,1.0,4.0,Bouchaib Zoubid,Mouloud Achouri,-5.405490480999902,
1991,Norway,6,5.0,1.0,8.0,20.0,18.0,12.0,21.0,6.0,,0.0,0.0,3.0,0.0,Trygve Johnsen,Idar Hansen,3.38257897200009,11.047618035000141
1991,Greece,6,4.0,2.0,33.0,13.0,12.0,7.0,16.0,0.0,,0.0,0.0,2.0,1.0,Theodoros Bolis,Dimitrios Kontogiannis,24.135264519000145,27.007090691000116
1991,Cuba,6,5.0,1.0,28.0,23.0,3.0,1.0,25.0,0.0,,0.0,0.0,2.0,2.0,Alexis Duran Jorrin,Maria E. Santibanez Pinera,-78.38418535099993,-78.5782771479999
1991,Mexico,6,6.0,,6.0,21.0,13.0,6.0,27.0,3.0,,0.0,0.0,1.0,3.0,Carlos Bosch-Giral,Raúl Rueda,-114.73403886599989,-87.37942460799991
1991,Italy,6,6.0,,13.0,17.0,12.0,21.0,4.0,7.0,,0.0,0.0,1.0,1.0,Roberto Dvornicich,Tullio Franzoni,12.621267123000052,12.856944207000112
1991,Brazil,6,6.0,,23.0,16.0,11.0,11.0,9.0,3.0,,0.0,0.0,1.0,1.0,Carlos F Borges Palmeira,Elio Mega,-48.54259192599997,-48.58324133999986
1991,Netherlands,6,6.0,,11.0,25.0,10.0,18.0,3.0,6.0,,0.0,0.0,1.0,3.0,Thijs Notenboom,Jan Donkers,-68.23729407499985,-62.958723137999925
1991,Tunisia,4,3.0,1.0,21.0,16.0,12.0,9.0,11.0,0.0,,0.0,0.0,2.0,1.0,Brahim Mabrouk,Naceur Manai,10.929942254000082,11.0557084000001
1991,Finland,6,6.0,,11.0,19.0,6.0,12.0,7.0,11.0,,0.0,0.0,1.0,1.0,Matti Lehtinen,Eero Saksman,22.443695509000094,23.90870201900006
1991,Spain,6,6.0,,12.0,19.0,10.0,4.0,19.0,2.0,,0.0,0.0,1.0,0.0,Francisco Bellot Rosado,Juan Manuel Conde Calero,-17.885121222999942,-15.414947068999908
1991,Philippines,4,4.0,,14.0,18.0,8.0,9.0,15.0,0.0,,0.0,0.0,2.0,1.0,José A. Marasigan,Misael José S. Pisico,119.84978274800014,119.45655358200023
1991,Denmark,5,5.0,,5.0,18.0,6.0,10.0,9.0,1.0,,0.0,0.0,0.0,2.0,Sven Toft Jensen,Leif Andersen,11.25603274800011,10.364268425000091
1991,Ireland,6,6.0,,4.0,9.0,8.0,3.0,12.0,11.0,,0.0,0.0,0.0,0.0,Thomas Laffey,Finbarr Holland,-9.82408606699994,-10.318267381999902
1991,Trinidad and Tobago,4,3.0,1.0,5.0,14.0,6.0,11.0,10.0,0.0,,0.0,0.0,0.0,3.0,Lisa McShine,Harold Ramkissoon,-60.90729732999998,-60.52208411399994
1991,Portugal,6,6.0,,0.0,11.0,10.0,6.0,10.0,5.0,,0.0,0.0,0.0,0.0,Paulo Eduardo Olivieira,Maria João Simões,-16.023101365999963,-15.859771287999962
1991,Mongolia,6,,,14.0,4.0,5.0,8.0,2.0,0.0,,0.0,0.0,0.0,3.0,Ts Dashdorj,L Tserenbiamda,100.0059676520001,
1991,Indonesia,6,5.0,1.0,11.0,5.0,4.0,0.0,10.0,0.0,,0.0,0.0,0.0,1.0,Andi Hakim Nasoetion,? Soemirat,121.59742272200018,123.36133873800017
1991,Luxembourg,2,2.0,,4.0,10.0,3.0,5.0,7.0,1.0,,0.0,0.0,1.0,0.0,Lucien Kieffer,,6.038628377000094,
1991,Iceland,6,6.0,,7.0,11.0,1.0,1.0,9.0,0.0,,0.0,0.0,1.0,0.0,Kristin Halla Jonsdottir,Sverrir Ørn Thorvaldsson,-20.269642706999917,-17.749256964999887
1991,Switzerland,1,,1.0,1.0,7.0,3.0,7.0,7.0,4.0,,0.0,0.0,1.0,0.0,Peter Gallin,,8.61743737800009,
1991,Cyprus,4,3.0,1.0,7.0,3.0,3.0,1.0,11.0,0.0,,0.0,0.0,0.0,0.0,Glafkos Antoniades,Tryfon Pnevmatikos,33.773989705000105,33.742792014000116
1991,Algeria,6,5.0,1.0,3.0,3.0,3.0,8.0,3.0,0.0,,0.0,0.0,0.0,1.0,Amokrane Rachid,Benabdi Mohammed,8.602510428642177,
1991,Macau,6,5.0,1.0,1.0,4.0,4.0,2.0,6.0,1.0,,0.0,0.0,0.0,0.0,Cheong Lap Lei,Man Ching Vong,,
1991,Bahrain,6,5.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,Huda Al-Awadi,Abdul Fattah Hamdan,50.55160566500007,
1991,Democratic People's Republic of Korea,6,,,,,,,,,,,,,,Jang Nam Su,Kim Song Hak,,
1990,People's Republic of China,6,6.0,,42.0,42.0,35.0,42.0,40.0,29.0,,5.0,1.0,0.0,0.0,,,,
1990,Union of Soviet Socialist Republics,6,5.0,1.0,26.0,38.0,26.0,35.0,40.0,28.0,,3.0,2.0,1.0,0.0,,,,
1990,United States of America,6,6.0,,23.0,38.0,20.0,37.0,39.0,17.0,,2.0,3.0,0.0,0.0,,,-155.6065189699999,-156.5445550619999
1990,Romania,6,6.0,,37.0,32.0,26.0,30.0,35.0,11.0,,2.0,2.0,2.0,0.0,Ioan Tomescu,Mircea Becheanu,26.722378784000114,
1990,France,6,6.0,,30.0,34.0,22.0,38.0,24.0,20.0,,3.0,1.0,0.0,1.0,,,55.5013126960001,45.27572675900015
1990,Hungary,6,6.0,,33.0,34.0,18.0,19.0,36.0,22.0,,1.0,3.0,2.0,0.0,József Pelikán,János Pataki,20.981488891000083,
1990,German Democratic Republic,6,4.0,2.0,22.0,33.0,14.0,38.0,39.0,12.0,,0.0,4.0,2.0,0.0,,,,
1990,Czechoslovakia,6,6.0,,17.0,38.0,10.0,31.0,38.0,19.0,,0.0,5.0,1.0,0.0,,,,
